,msPlayed,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,trackName,artistName,genre,type,id,uri,track_href,analysis_url,sentiment_polarity,weighted_score
4640,229108.0,0.423,0.943,0.0,-2.808,1.0,0.498,0.0227,0.0,0.0798,0.165,139.48,229213.0,4.0,Try It Out,Skrillex,brostep,audio_features,6phWVUn5CCTCRBepIKnf6D,spotify:track:6phWVUn5CCTCRBepIKnf6D,https://api.spotify.com/v1/tracks/6phWVUn5CCTCRBepIKnf6D,https://api.spotify.com/v1/audio-analysis/6phWVUn5CCTCRBepIKnf6D,0.0,1.2025987898427712e+16
1616,10642.0,0.689,0.695,11.0,-5.22,1.0,0.0429,0.019,0.0,0.123,0.359,75.05,168253.0,4.0,Don’t Go (with Justin Bieber & Don Toliver),Skrillex,brostep,audio_features,55sgQENF3LY1sUcJUwasLl,spotify:track:55sgQENF3LY1sUcJUwasLl,https://api.spotify.com/v1/tracks/55sgQENF3LY1sUcJUwasLl,https://api.spotify.com/v1/audio-analysis/55sgQENF3LY1sUcJUwasLl,0.0,1205229529288.3484
158,178438.0,0.418,0.965,10.0,-2.417,0.0,0.163,0.0477,3.88e-06,0.561,0.28,139.759,178519.0,4.0,After Midnight,Slushii,brostep,audio_features,5NSr0xa9Qf4J8xKzDnC0uq,spotify:track:5NSr0xa9Qf4J8xKzDnC0uq,https://api.spotify.com/v1/tracks/5NSr0xa9Qf4J8xKzDnC0uq,https://api.spotify.com/v1/audio-analysis/5NSr0xa9Qf4J8xKzDnC0uq,0.0,5681487304723672.0
1088,2032.0,0.596,0.921,11.0,-2.5,0.0,0.074,0.0049,0.00019,0.536,0.232,139.969,301987.0,4.0,Breakn' a Sweat,Skrillex,brostep,audio_features,1ShWHEgisDGPl9G3g85ANu,spotify:track:1ShWHEgisDGPl9G3g85ANu,https://api.spotify.com/v1/tracks/1ShWHEgisDGPl9G3g85ANu,https://api.spotify.com/v1/audio-analysis/1ShWHEgisDGPl9G3g85ANu,0.0,8390176768.3498
4241,189200.0,0.617,0.803,6.0,-6.015,1.0,0.0858,0.133,5.5e-05,0.0902,0.643,150.051,189200.0,4.0,Still Looking - CESQEAUX Remix,San Holo,brostep,audio_features,6NCV0sYDUJVTK2Gr2AX7eb,spotify:track:6NCV0sYDUJVTK2Gr2AX7eb,https://api.spotify.com/v1/tracks/6NCV0sYDUJVTK2Gr2AX7eb,https://api.spotify.com/v1/audio-analysis/6NCV0sYDUJVTK2Gr2AX7eb,0.0,6772724288000000.0
3973,204154.0,0.6,0.871,7.0,-4.108,0.0,0.235,0.00207,0.3,0.127,0.639,140.144,204154.0,4.0,Scary Monsters and Nice Sprites - Noisia Remix,Skrillex,brostep,audio_features,2hSPUp0RfF1j0pTWGpGADL,spotify:track:2hSPUp0RfF1j0pTWGpGADL,https://api.spotify.com/v1/tracks/2hSPUp0RfF1j0pTWGpGADL,https://api.spotify.com/v1/audio-analysis/2hSPUp0RfF1j0pTWGpGADL,0.04999999999999999,8508905109844264.0
1272,2765.0,0.823,0.815,11.0,-3.947,1.0,0.134,0.00129,0.0494,0.599,0.474,125.989,207293.0,4.0,Chicken Soup,Skrillex,brostep,audio_features,7hU38LHqMSPFrvoqADFJp4,spotify:track:7hU38LHqMSPFrvoqADFJp4,https://api.spotify.com/v1/tracks/7hU38LHqMSPFrvoqADFJp4,https://api.spotify.com/v1/audio-analysis/7hU38LHqMSPFrvoqADFJp4,-0.6,21139047125.422398
1879,259975.0,0.429,0.948,5.0,-3.657,0.0,0.227,0.00711,0.0148,0.0812,0.55,115.785,261517.0,3.0,First of the Year (Equinox),Skrillex,brostep,audio_features,5i7fZq3chLyCHo3VeB6goD,spotify:track:5i7fZq3chLyCHo3VeB6goD,https://api.spotify.com/v1/tracks/5i7fZq3chLyCHo3VeB6goD,https://api.spotify.com/v1/audio-analysis/5i7fZq3chLyCHo3VeB6goD,0.25,1.7570930487484374e+16
2473,31630.0,0.483,0.632,2.0,-5.624,1.0,0.0351,0.0419,0.000622,0.422,0.363,146.936,228125.0,4.0,IT HURTS!,San Holo,brostep,audio_features,3H8h60jhdQNu5s9HHTLdFr,spotify:track:3H8h60jhdQNu5s9HHTLdFr,https://api.spotify.com/v1/tracks/3H8h60jhdQNu5s9HHTLdFr,https://api.spotify.com/v1/audio-analysis/3H8h60jhdQNu5s9HHTLdFr,0.0,31644451747000.297
4239,714.0,0.589,0.955,5.0,-4.81,0.0,0.116,0.00551,0.00103,0.369,0.661,140.068,240012.0,4.0,Still Getting It,Foreign Beggars,brostep,audio_features,0LeGeKymBOKaofgQOZXeSo,spotify:track:0LeGeKymBOKaofgQOZXeSo,https://api.spotify.com/v1/tracks/0LeGeKymBOKaofgQOZXeSo,https://api.spotify.com/v1/audio-analysis/0LeGeKymBOKaofgQOZXeSo,0.0,363994344.441
2091,169958.0,0.631,0.862,2.0,-3.642,0.0,0.0999,0.153,0.00109,0.107,0.39,149.939,364800.0,4.0,Gravity,SLANDER,brostep,audio_features,5qCpcgqwL1Hum85sAQz3W7,spotify:track:5qCpcgqwL1Hum85sAQz3W7,https://api.spotify.com/v1/tracks/5qCpcgqwL1Hum85sAQz3W7,https://api.spotify.com/v1/audio-analysis/5qCpcgqwL1Hum85sAQz3W7,0.0,4909359499565912.0
1617,2899838.0,0.86,0.805,9.0,-2.524,0.0,0.108,0.0286,0.00812,0.487,0.797,150.061,196000.0,4.0,Don’t Lie (feat. KARRA),Tisoki,brostep,audio_features,2aopGDfpPD9s6IhhyocnAv,spotify:track:2aopGDfpPD9s6IhhyocnAv,https://api.spotify.com/v1/tracks/2aopGDfpPD9s6IhhyocnAv,https://api.spotify.com/v1/audio-analysis/2aopGDfpPD9s6IhhyocnAv,0.0,2.438491296831855e+19
3756,17187.0,0.528,0.983,8.0,-3.133,1.0,0.146,0.000518,0.000324,0.18,0.141,144.981,223448.0,4.0,Red Lips (feat. Sam Bruno) - Skrillex Remix,Good Times Ahead,brostep,audio_features,6mNMp0g3zkg1K7uBpn07zl,spotify:track:6mNMp0g3zkg1K7uBpn07zl,https://api.spotify.com/v1/tracks/6mNMp0g3zkg1K7uBpn07zl,https://api.spotify.com/v1/audio-analysis/6mNMp0g3zkg1K7uBpn07zl,0.0,5076918958203.33
4012,185316.0,0.499,0.865,10.0,-4.898,0.0,0.0468,0.0984,0.000712,0.497,0.489,158.021,182279.0,4.0,Shady Intentions (feat. Tori Levett),NGHTMRE,brostep,audio_features,0H7ohNCf0NzJQdtm0045RR,spotify:track:0H7ohNCf0NzJQdtm0045RR,https://api.spotify.com/v1/tracks/0H7ohNCf0NzJQdtm0045RR,https://api.spotify.com/v1/audio-analysis/0H7ohNCf0NzJQdtm0045RR,-0.25,6364125751634496.0
3717,15092.0,0.595,0.961,7.0,-3.781,1.0,0.31,0.0282,0.0,0.271,0.61,174.071,258827.0,4.0,Ragga Bomb,Skrillex,brostep,audio_features,2zBXZY8lvzzmtzm07uImXc,spotify:track:2zBXZY8lvzzmtzm07uImXc,https://api.spotify.com/v1/tracks/2zBXZY8lvzzmtzm07uImXc,https://api.spotify.com/v1/audio-analysis/2zBXZY8lvzzmtzm07uImXc,0.0,3437481658688.4336
4210,307140.0,0.42,0.964,7.0,-1.397,1.0,0.107,7.18e-05,0.000274,0.543,0.0716,174.881,307199.0,4.0,Star Glide,MUZZ,brostep,audio_features,5bbNH85pbTNcwFcWMffmx4,spotify:track:5bbNH85pbTNcwFcWMffmx4,https://api.spotify.com/v1/tracks/5bbNH85pbTNcwFcWMffmx4,https://api.spotify.com/v1/audio-analysis/5bbNH85pbTNcwFcWMffmx4,0.0,2.8974045634344e+16
3021,213180.0,0.556,0.881,7.0,-2.224,1.0,0.082,0.00119,0.0,0.0709,0.337,104.973,213697.0,1.0,Make It Bun Dem,Skrillex,brostep,audio_features,0mlf3yOGzVnIVxjybDQL3h,spotify:track:0mlf3yOGzVnIVxjybDQL3h,https://api.spotify.com/v1/tracks/0mlf3yOGzVnIVxjybDQL3h,https://api.spotify.com/v1/audio-analysis/0mlf3yOGzVnIVxjybDQL3h,0.0,9688116969432000.0
3975,363902.0,0.618,0.928,0.0,-5.19,1.0,0.211,0.0154,3.95e-06,0.201,0.37,140.031,234891.0,4.0,Scatta (feat. Foreign Beggars & Bare Noize),Skrillex,brostep,audio_features,2HN8Y2Mkp9xikxGR9VJXoa,spotify:track:2HN8Y2Mkp9xikxGR9VJXoa,https://api.spotify.com/v1/tracks/2HN8Y2Mkp9xikxGR9VJXoa,https://api.spotify.com/v1/audio-analysis/2HN8Y2Mkp9xikxGR9VJXoa,-0.0375,4.818960066262681e+16
4386,1522101.0,0.667,0.679,0.0,-6.616,1.0,0.0475,0.0064,5.28e-05,0.17,0.32,100.054,167606.0,4.0,Taste of You,Rezz,brostep,audio_features,655sojH8GGEteZTBJOFyy7,spotify:track:655sojH8GGEteZTBJOFyy7,https://api.spotify.com/v1/tracks/655sojH8GGEteZTBJOFyy7,https://api.spotify.com/v1/audio-analysis/655sojH8GGEteZTBJOFyy7,0.0,3.5263905892307963e+18
412,433884.0,0.716,0.972,7.0,-2.302,1.0,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253.0,4.0,Bangarang (feat. Sirah),Skrillex,brostep,audio_features,6VRhkROS2SZHGlp0pxndbJ,spotify:track:6VRhkROS2SZHGlp0pxndbJ,https://api.spotify.com/v1/tracks/6VRhkROS2SZHGlp0pxndbJ,https://api.spotify.com/v1/audio-analysis/6VRhkROS2SZHGlp0pxndbJ,0.0,8.16809736301511e+16
4608,275099.0,0.516,0.805,1.0,-7.227,0.0,0.145,0.00716,3.43e-06,0.0588,0.346,149.982,275200.0,4.0,Tongue Tied (with YUNGBLUD & blackbear) - HiGuys Remix,Marshmello,brostep,audio_features,2GwrpOf0jMPtijdw9qwpXe,spotify:track:2GwrpOf0jMPtijdw9qwpXe,https://api.spotify.com/v1/tracks/2GwrpOf0jMPtijdw9qwpXe,https://api.spotify.com/v1/audio-analysis/2GwrpOf0jMPtijdw9qwpXe,0.0,2.08193437117953e+16
4614,219242.0,0.612,0.89,1.0,-5.582,1.0,0.0628,0.00151,0.868,0.0894,0.397,127.013,219242.0,4.0,Too Much,Party Favor,brostep,audio_features,2fBImyKfTG6MTIZwqGhnpo,spotify:track:2fBImyKfTG6MTIZwqGhnpo,https://api.spotify.com/v1/tracks/2fBImyKfTG6MTIZwqGhnpo,https://api.spotify.com/v1/audio-analysis/2fBImyKfTG6MTIZwqGhnpo,0.2,1.0538317176720488e+16
2797,2222212.0,0.721,0.738,7.0,-4.77,1.0,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983.0,4.0,Leave Before You Love Me (with Jonas Brothers),Marshmello,brostep,audio_features,4qu63nuBpdn0qHUHuObEj1,spotify:track:4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/tracks/4qu63nuBpdn0qHUHuObEj1,https://api.spotify.com/v1/audio-analysis/4qu63nuBpdn0qHUHuObEj1,0.5,1.0973785460230232e+19
3465,1310470.0,0.564,0.715,6.0,-4.631,0.0,0.163,0.0415,0.0,0.0923,0.386,169.98,228706.0,4.0,One Thing Right - PMP Remix,Marshmello,brostep,audio_features,5qMaTPF9U4y1NH36jqxkET,spotify:track:5qMaTPF9U4y1NH36jqxkET,https://api.spotify.com/v1/tracks/5qMaTPF9U4y1NH36jqxkET,https://api.spotify.com/v1/audio-analysis/5qMaTPF9U4y1NH36jqxkET,0.2857142857142857,2.250511569240823e+18
251,3615.0,0.617,0.514,9.0,-7.099,1.0,0.0722,0.0154,0.0,0.118,0.365,81.067,153196.0,4.0,American Psycho (with Mae Muller feat. Trippie Redd),Marshmello,brostep,audio_features,32il27dOrLpIru8Evp4Pu7,spotify:track:32il27dOrLpIru8Evp4Pu7,https://api.spotify.com/v1/tracks/32il27dOrLpIru8Evp4Pu7,https://api.spotify.com/v1/audio-analysis/32il27dOrLpIru8Evp4Pu7,0.0,47241633375.299194
4441,169035.0,0.616,0.946,1.0,-2.876,1.0,0.0687,0.00075,0.0777,0.355,0.322,127.992,292907.0,4.0,The Devil's Den,Skrillex,brostep,audio_features,687RRToOFAtpqZRzmbhGtu,spotify:track:687RRToOFAtpqZRzmbhGtu,https://api.spotify.com/v1/tracks/687RRToOFAtpqZRzmbhGtu,https://api.spotify.com/v1/audio-analysis/687RRToOFAtpqZRzmbhGtu,0.0,4829808526117875.0
3396,159862.0,0.743,0.837,1.0,-5.025,0.0,0.0649,0.0172,0.0,0.0743,0.263,103.072,159863.0,4.0,OK Not To Be OK,Marshmello,brostep,audio_features,5tbcckiIW3rUZVHFETUZID,spotify:track:5tbcckiIW3rUZVHFETUZID,https://api.spotify.com/v1/tracks/5tbcckiIW3rUZVHFETUZID,https://api.spotify.com/v1/audio-analysis/5tbcckiIW3rUZVHFETUZID,0.5,4085410738491928.0
1330,122684.0,0.42,0.641,7.0,-5.11,0.0,0.0474,0.0194,0.00012,0.166,0.141,75.229,288024.0,4.0,Cold Skin - INTERCOM Remix,Seven Lions,brostep,audio_features,0nFVzh0z6TfWSBH2z8jqgW,spotify:track:0nFVzh0z6TfWSBH2z8jqgW,https://api.spotify.com/v1/tracks/0nFVzh0z6TfWSBH2z8jqgW,https://api.spotify.com/v1/audio-analysis/0nFVzh0z6TfWSBH2z8jqgW,-0.6,1846561523309504.2
4288,375914.0,0.692,0.773,6.0,-3.739,1.0,0.0359,0.226,0.0104,0.108,0.486,139.989,373987.0,4.0,Summit (feat. Ellie Goulding),Skrillex,brostep,audio_features,1SbqxemPdwGlvmirtQVkCU,spotify:track:1SbqxemPdwGlvmirtQVkCU,https://api.spotify.com/v1/tracks/1SbqxemPdwGlvmirtQVkCU,https://api.spotify.com/v1/audio-analysis/1SbqxemPdwGlvmirtQVkCU,0.0,5.3120909334051944e+16
2229,156346.0,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,156347.0,4.0,Here With Me,Marshmello,brostep,audio_features,5icOoE6VgqFKohjWWNp0Ac,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,0.0,3821732836509736.0
1682,3556.0,0.404,0.753,8.0,-2.986,0.0,0.0656,0.0649,0.0,0.281,0.207,150.147,302520.0,4.0,Ease My Mind,Skrillex,brostep,audio_features,3AGawd3ZkLbYQlxe4nZIEK,spotify:track:3AGawd3ZkLbYQlxe4nZIEK,https://api.spotify.com/v1/tracks/3AGawd3ZkLbYQlxe4nZIEK,https://api.spotify.com/v1/audio-analysis/3AGawd3ZkLbYQlxe4nZIEK,0.0,44966103616.2728
3974,357876.0,0.93,0.641,7.0,-3.719,0.0,0.346,0.000911,0.0637,0.572,0.345,127.994,357877.0,4.0,Scary Monsters and Nice Sprites - Zedd Remix,Skrillex,brostep,audio_features,3YN1rSuRug82RFXdEMyUQZ,spotify:track:3YN1rSuRug82RFXdEMyUQZ,https://api.spotify.com/v1/tracks/3YN1rSuRug82RFXdEMyUQZ,https://api.spotify.com/v1/audio-analysis/3YN1rSuRug82RFXdEMyUQZ,0.04999999999999999,4.583505150391738e+16
4641,0.0,0.446,0.975,2.0,-2.329,0.0,0.163,0.00719,0.289,0.214,0.178,139.93,322286.0,4.0,Try It Out - Put Em up Mix,Skrillex,brostep,audio_features,2Pqs2x5vsYhkGhV8W28vbr,spotify:track:2Pqs2x5vsYhkGhV8W28vbr,https://api.spotify.com/v1/tracks/2Pqs2x5vsYhkGhV8W28vbr,https://api.spotify.com/v1/audio-analysis/2Pqs2x5vsYhkGhV8W28vbr,0.0,0.31980000000000003
3858,2319668.0,0.646,0.703,8.0,-4.154,1.0,0.0344,0.418,0.00996,0.138,0.176,108.735,238345.0,3.0,Run Cried the Crawling,Protohype,brostep,audio_features,3HVi9Xlt4e0TRGeLmLb3Nc,spotify:track:3HVi9Xlt4e0TRGeLmLb3Nc,https://api.spotify.com/v1/tracks/3HVi9Xlt4e0TRGeLmLb3Nc,https://api.spotify.com/v1/audio-analysis/3HVi9Xlt4e0TRGeLmLb3Nc,0.0,1.2481807896722446e+19
3229,3132374.0,0.754,0.938,8.0,-5.874,1.0,0.0612,0.321,4.62e-05,0.0889,0.505,144.074,187963.0,4.0,My Cloud,Grabbitz,brostep,audio_features,530P6SAf8fiolFiQsSqNer,spotify:track:530P6SAf8fiolFiQsSqNer,https://api.spotify.com/v1/tracks/530P6SAf8fiolFiQsSqNer,https://api.spotify.com/v1/audio-analysis/530P6SAf8fiolFiQsSqNer,0.0,3.073412345605521e+19
3683,2853.0,0.457,0.899,10.0,-2.591,0.0,0.132,0.0019,0.0,0.831,0.298,147.268,215510.0,4.0,Purple Lamborghini (with Rick Ross),Skrillex,brostep,audio_features,6JyuJFedEvPmdWQW0PkbGJ,spotify:track:6JyuJFedEvPmdWQW0PkbGJ,https://api.spotify.com/v1/tracks/6JyuJFedEvPmdWQW0PkbGJ,https://api.spotify.com/v1/audio-analysis/6JyuJFedEvPmdWQW0PkbGJ,0.0,23222304477.3308
3753,237653.0,0.658,0.93,5.0,-2.912,0.0,0.141,0.0236,0.0,0.578,0.132,104.018,237680.0,4.0,Recess,Skrillex,brostep,audio_features,1RJZLVGpBG9nNZiHRQSWTp,spotify:track:1RJZLVGpBG9nNZiHRQSWTp,https://api.spotify.com/v1/tracks/1RJZLVGpBG9nNZiHRQSWTp,https://api.spotify.com/v1/audio-analysis/1RJZLVGpBG9nNZiHRQSWTp,0.0,1.3422391526244076e+16
3464,122525.0,0.659,0.625,4.0,-2.253,1.0,0.045,0.0644,0.0,0.582,0.442,88.042,181824.0,4.0,One Thing Right,Marshmello,brostep,audio_features,4hPpVbbakQNv8YTHYaOJP4,spotify:track:4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/tracks/4hPpVbbakQNv8YTHYaOJP4,https://api.spotify.com/v1/audio-analysis/4hPpVbbakQNv8YTHYaOJP4,0.2857142857142857,1839391323453125.5
194,680412.0,0.774,0.909,9.0,-2.89,0.0,0.0365,0.0173,0.121,0.0739,0.696,126.977,340341.0,4.0,All I Ask of You (feat. Pennybirdrabbit),Skrillex,brostep,audio_features,1A3XPibNuMPTbTWlPgRfTD,spotify:track:1A3XPibNuMPTbTWlPgRfTD,https://api.spotify.com/v1/tracks/1A3XPibNuMPTbTWlPgRfTD,https://api.spotify.com/v1/audio-analysis/1A3XPibNuMPTbTWlPgRfTD,0.0,3.150038727476945e+17
2141,214289.0,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,214290.0,4.0,Happier,Marshmello,brostep,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.0,9840102776619568.0
4945,389023.0,0.366,0.572,2.0,-4.748,1.0,0.0377,0.343,0.00895,0.186,0.356,119.938,389024.0,4.0,"With You, Friends (Long Drive)",Skrillex,brostep,audio_features,1aF6jpITT6RzPxrYsZJeIm,spotify:track:1aF6jpITT6RzPxrYsZJeIm,https://api.spotify.com/v1/tracks/1aF6jpITT6RzPxrYsZJeIm,https://api.spotify.com/v1/audio-analysis/1aF6jpITT6RzPxrYsZJeIm,-0.05,5.887431076635517e+16
202,45034.0,0.581,0.925,11.0,-3.213,1.0,0.151,0.00112,0.0,0.406,0.269,139.982,249120.0,4.0,All Is Fair in Love and Brostep,Skrillex,brostep,audio_features,3XThyUoEI8BPDjdu954Uof,spotify:track:3XThyUoEI8BPDjdu954Uof,https://api.spotify.com/v1/tracks/3XThyUoEI8BPDjdu954Uof,https://api.spotify.com/v1/audio-analysis/3XThyUoEI8BPDjdu954Uof,0.6,91331706099304.34
2740,384308.0,0.605,0.92,4.0,-2.298,0.0,0.0713,0.0012,0.000596,0.483,0.219,174.974,200787.0,4.0,Kyoto (feat. Sirah),Skrillex,brostep,audio_features,3FUZpoj9VV0sgc8RqbS3xQ,spotify:track:3FUZpoj9VV0sgc8RqbS3xQ,https://api.spotify.com/v1/tracks/3FUZpoj9VV0sgc8RqbS3xQ,https://api.spotify.com/v1/audio-analysis/3FUZpoj9VV0sgc8RqbS3xQ,0.0,5.675946265654611e+16
3980,427770.0,0.644,0.88,10.0,0.91,0.0,0.274,0.0225,0.544,0.575,0.415,75.021,230400.0,4.0,Scream Saver,Subtronics,brostep,audio_features,3svdq1Crgj8IMezbI1K6cO,spotify:track:3svdq1Crgj8IMezbI1K6cO,https://api.spotify.com/v1/tracks/3svdq1Crgj8IMezbI1K6cO,https://api.spotify.com/v1/audio-analysis/3svdq1Crgj8IMezbI1K6cO,0.0,7.8276422951433e+16
